"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RNF130",1.19749978761676e-38,-0.802668673822797,0.068,0.212,2.07347088225841e-34,"T CD4 helper","RNF130"
"RHOB",1.45668032599318e-38,-0.814782168329393,0.082,0.234,2.52224198445719e-34,"T CD4 helper","RHOB"
"PLAUR",1.60501773068581e-38,-0.995010253291192,0.018,0.142,2.77908820068248e-34,"T CD4 helper","PLAUR"
"OCIAD2",1.70528186358805e-38,0.400885967216401,0.389,0.214,2.95269554680271e-34,"T CD4 helper","OCIAD2"
"DUSP6",2.06552332679929e-38,-0.982020020242195,0.028,0.158,3.57645364035296e-34,"T CD4 helper","DUSP6"
"IER3",3.15779950839178e-38,-1.47375875135818,0.057,0.196,5.46772984878037e-34,"T CD4 helper","IER3"
"TNFAIP2",4.58570744727503e-38,-0.881775831988214,0.016,0.139,7.94015244495672e-34,"T CD4 helper","TNFAIP2"
"ZC3H12D",4.64886086949187e-38,0.285548308968113,0.102,0.028,8.04950259552517e-34,"T CD4 helper","ZC3H12D"
"SOCS3",4.8450158728049e-38,0.425687208766602,0.371,0.207,8.38914498376169e-34,"T CD4 helper","SOCS3"
"PYCARD",5.17312227376919e-38,-0.941001681798764,0.156,0.304,8.95726121703136e-34,"T CD4 helper","PYCARD"
"ANK3",5.83156808616535e-38,0.29454619119777,0.114,0.034,1.00973601411953e-33,"T CD4 helper","ANK3"
"RAB31",6.75251121770734e-38,-0.674929214776247,0.01,0.13,1.16919731734603e-33,"T CD4 helper","RAB31"
"CD302",7.63400567106921e-38,-0.701128574055748,0.011,0.131,1.32182808194563e-33,"T CD4 helper","CD302"
"IL1B",8.71308195660044e-38,-2.04787131631902,0.046,0.179,1.50867014078537e-33,"T CD4 helper","IL1B"
"SIRPG",1.38341646665793e-37,0.287641455102189,0.15,0.053,2.39538561201821e-33,"T CD4 helper","SIRPG"
"ITGAM",1.58187741063153e-37,-0.671158863079336,0.013,0.133,2.7390207365085e-33,"T CD4 helper","ITGAM"
"FGL2",6.42658931283261e-37,-0.755591016240764,0.018,0.139,1.11276393951697e-32,"T CD4 helper","FGL2"
"CALHM6",6.54398927400654e-37,-0.688004026640152,0.045,0.18,1.13309174279423e-32,"T CD4 helper","CALHM6"
"RGS2",8.92731749077649e-37,-1.08780364952906,0.121,0.269,1.54576502352795e-32,"T CD4 helper","RGS2"
"SEPTIN1",2.26329321011206e-36,0.406932106292099,0.48,0.295,3.91889219330903e-32,"T CD4 helper","SEPTIN1"
"S1PR5",3.31383771541134e-36,-0.692767579619496,0.006,0.117,5.73791000423473e-32,"T CD4 helper","S1PR5"
"STMN3",3.91733707224575e-36,0.364716053141766,0.195,0.083,6.78286914059351e-32,"T CD4 helper","STMN3"
"S1PR1",1.35149140774224e-35,0.411953945143567,0.243,0.115,2.34010737250569e-31,"T CD4 helper","S1PR1"
"EIF3E",3.04459613125093e-35,0.396992736797191,0.662,0.48,5.27171820126099e-31,"T CD4 helper","EIF3E"
"RORA",3.47009336622646e-35,0.312373054249154,0.35,0.187,6.00846666362111e-31,"T CD4 helper","RORA"
"CX3CR1",4.36424068825196e-35,-0.630199284338641,0.004,0.11,7.55668275170827e-31,"T CD4 helper","CX3CR1"
"CPVL",5.25383785931016e-35,-0.677439186578732,0.007,0.116,9.09702025339554e-31,"T CD4 helper","CPVL"
"ASAH1",7.0640789476799e-35,-0.823228548396672,0.141,0.288,1.22314526979077e-30,"T CD4 helper","ASAH1"
"C1orf21",8.061573784271e-35,-0.63790640358139,0.004,0.11,1.39586150074652e-30,"T CD4 helper","C1orf21"
"RPL27A",1.02483065841939e-34,0.32344270012027,0.919,0.786,1.77449428505317e-30,"T CD4 helper","RPL27A"
"LILRB2",2.33543670195835e-34,-0.697698092002571,0.007,0.113,4.04380864944089e-30,"T CD4 helper","LILRB2"
"MT-CO2",2.41769753389733e-34,-0.431402891013809,0.975,0.973,4.18624327994323e-30,"T CD4 helper","MT-CO2"
"MGAT4A",2.87801862367607e-34,0.355792022361147,0.47,0.285,4.98328924689511e-30,"T CD4 helper","MGAT4A"
"CYLD",3.12387000746417e-34,0.375827107993482,0.406,0.242,5.4089809179242e-30,"T CD4 helper","CYLD"
"CDC25B",3.7529812238942e-34,0.368102154747058,0.339,0.184,6.49828698917281e-30,"T CD4 helper","CDC25B"
"PRSS23",5.1951649045464e-34,-0.64688818630668,0.001,0.101,8.99542803222209e-30,"T CD4 helper","PRSS23"
"SELENOM",5.44091246915224e-34,0.369657386811605,0.25,0.122,9.4209399403371e-30,"T CD4 helper","SELENOM"
"APLP2",7.80006640284452e-34,-0.752305378420163,0.079,0.214,1.35058149765253e-29,"T CD4 helper","APLP2"
"RHOC",9.3643759336678e-34,-0.796810923656592,0.074,0.207,1.62144169291458e-29,"T CD4 helper","RHOC"
"EML4",1.25034297076727e-33,0.330490629020592,0.548,0.358,2.16496885388352e-29,"T CD4 helper","EML4"
"MAFB",1.59314097693046e-33,-0.886875603880695,0.015,0.125,2.7585236015551e-29,"T CD4 helper","MAFB"
"PTPRE",1.67596330914867e-33,-0.747679188727537,0.065,0.195,2.90193046979093e-29,"T CD4 helper","PTPRE"
"APMAP",2.48176332662027e-33,-0.828595034779502,0.102,0.237,4.29717320004299e-29,"T CD4 helper","APMAP"
"FCRL6",3.61619114814673e-33,-0.612285702849129,0.005,0.107,6.26143497301606e-29,"T CD4 helper","FCRL6"
"TYMP",4.51039625563374e-33,-1.04584098763149,0.093,0.225,7.80975111662982e-29,"T CD4 helper","TYMP"
"PIK3AP1",6.90927298004293e-33,-0.52513594733172,0.011,0.117,1.19634061649443e-28,"T CD4 helper","PIK3AP1"
"BCL11B",8.09441252274923e-33,0.33010819477986,0.227,0.107,1.40154752831403e-28,"T CD4 helper","BCL11B"
"IGFBP7",8.38899353724135e-33,-0.651186228923592,0.004,0.103,1.45255423097334e-28,"T CD4 helper","IGFBP7"
"PECAM1",9.54441100890569e-33,-0.684386714012687,0.029,0.145,1.65261476619202e-28,"T CD4 helper","PECAM1"
"PILRA",9.89774154191215e-33,-0.59951835831299,0.007,0.108,1.71379394798209e-28,"T CD4 helper","PILRA"
"GRN",1.05531420834031e-32,-0.908533246570782,0.087,0.217,1.82727655174124e-28,"T CD4 helper","GRN"
"MT-ND4",1.17620674791877e-32,-0.552856212076768,0.816,0.86,2.03660198402135e-28,"T CD4 helper","MT-ND4"
"PHACTR1",1.43728601585428e-32,-0.579189185312098,0.003,0.101,2.48866073645168e-28,"T CD4 helper","PHACTR1"
"ISG20",1.61220716347675e-32,0.360479878001954,0.475,0.295,2.79153670356e-28,"T CD4 helper","ISG20"
"SOD1",1.8814309802216e-32,0.392046185746517,0.623,0.444,3.25769774225371e-28,"T CD4 helper","SOD1"
"IGSF6",1.88518929914089e-32,-0.541565091295394,0.004,0.104,3.26420527146245e-28,"T CD4 helper","IGSF6"
"SAT1",2.23882614438876e-32,-1.53831506846849,0.518,0.584,3.87652746900914e-28,"T CD4 helper","SAT1"
"IFI30",3.55378832823419e-32,-0.545989827401953,0.004,0.103,6.15338449033751e-28,"T CD4 helper","IFI30"
"CD79A",4.32317421207132e-32,-1.25116765286673,0.013,0.116,7.4855761482015e-28,"T CD4 helper","CD79A"
"HSPB1",4.8055272348477e-32,0.36968537285723,0.413,0.25,8.3207704071388e-28,"T CD4 helper","HSPB1"
"RHOH",4.94457306260038e-32,0.401407193667519,0.467,0.293,8.56152825789255e-28,"T CD4 helper","RHOH"
"SBDS",5.48547228573641e-32,0.393770575208302,0.6,0.425,9.4980952627526e-28,"T CD4 helper","SBDS"
"MCUB",7.08686474567985e-32,0.396507208223285,0.517,0.345,1.22709063071447e-27,"T CD4 helper","MCUB"
"TOMM7",1.183043984841e-31,0.311869708731872,0.87,0.736,2.04844065975219e-27,"T CD4 helper","TOMM7"
"OAZ1",2.05941735470914e-31,-0.723135887446964,0.78,0.778,3.56588114967888e-27,"T CD4 helper","OAZ1"
"TSHZ2",2.16125793816675e-31,0.32400578183966,0.143,0.055,3.74221811993573e-27,"T CD4 helper","TSHZ2"
"TSTD1",2.76257698040784e-31,0.341661997219951,0.478,0.301,4.78340204157618e-27,"T CD4 helper","TSTD1"
"BIRC3",5.87328896681149e-31,0.341697240549641,0.22,0.106,1.01695998460341e-26,"T CD4 helper","BIRC3"
"NCF2",1.07214570645892e-30,-0.595547166348643,0.018,0.123,1.85642029073362e-26,"T CD4 helper","NCF2"
"MS4A1",1.19808005658524e-30,-1.4335738940372,0.019,0.122,2.07447561797735e-26,"T CD4 helper","MS4A1"
"LST1",1.2027916495381e-30,-1.54956827449647,0.115,0.236,2.08263374117523e-26,"T CD4 helper","LST1"
"PRDX2",1.54249836900875e-30,0.353053660944919,0.438,0.271,2.67083592593865e-26,"T CD4 helper","PRDX2"
"ACAP1",2.87730858299013e-30,0.332405469166998,0.522,0.338,4.98205981144741e-26,"T CD4 helper","ACAP1"
"PTGDR",3.91489116525768e-30,-0.607996175251131,0.013,0.112,6.77863405264368e-26,"T CD4 helper","PTGDR"
"YBX3",4.67969426312425e-30,-0.599126943841682,0.035,0.146,8.10289061659963e-26,"T CD4 helper","YBX3"
"RPS16",4.95272533267831e-30,0.272599119396762,0.967,0.891,8.5756439135325e-26,"T CD4 helper","RPS16"
"CMC1",5.63665535684815e-30,-0.913508509828192,0.077,0.199,9.75986875038256e-26,"T CD4 helper","CMC1"
"SFXN1",6.32778912940591e-30,0.337535851326151,0.256,0.132,1.09565668775663e-25,"T CD4 helper","SFXN1"
"CDKN1B",7.32351972930764e-30,0.38912773451686,0.409,0.255,1.26806744112962e-25,"T CD4 helper","CDKN1B"
"MT-CO3",7.46252109928376e-30,-0.452861386543077,0.876,0.896,1.29213552834098e-25,"T CD4 helper","MT-CO3"
"RASSF4",8.73440297748493e-30,-0.499329982716845,0.007,0.1,1.51236187555151e-25,"T CD4 helper","RASSF4"
"HCST",9.22275061963149e-30,-0.657015822842817,0.714,0.72,1.59691926978919e-25,"T CD4 helper","HCST"
"SRGN",1.07423544996768e-29,-0.746802256402497,0.546,0.593,1.86003868161904e-25,"T CD4 helper","SRGN"
"MPEG1",1.69708223757138e-29,-0.500937086288086,0.008,0.102,2.93849789435485e-25,"T CD4 helper","MPEG1"
"DPP4",2.15315098097147e-29,0.285704753816808,0.116,0.042,3.7281809235521e-25,"T CD4 helper","DPP4"
"FCGRT",2.20436288440951e-29,-0.774058019973498,0.086,0.208,3.81685433435506e-25,"T CD4 helper","FCGRT"
"ETS1",2.50066218446144e-29,0.312250523701911,0.592,0.395,4.32989657239498e-25,"T CD4 helper","ETS1"
"EVL",5.20601492463821e-29,0.266204579492888,0.776,0.558,9.01421484201106e-25,"T CD4 helper","EVL"
"ZNF385A",1.48257176077058e-28,-0.465620190579275,0.009,0.1,2.56707300377427e-24,"T CD4 helper","ZNF385A"
"KCNA3",2.67698644985507e-28,0.34261921826284,0.23,0.118,4.63520203792405e-24,"T CD4 helper","KCNA3"
"TRABD2A",2.75509824268157e-28,0.334287093691406,0.202,0.097,4.77045260720314e-24,"T CD4 helper","TRABD2A"
"ANKRD12",3.00117624876557e-28,0.343282002199861,0.547,0.378,5.19653667473758e-24,"T CD4 helper","ANKRD12"
"GABARAP",4.52881992104084e-28,-0.746822733003886,0.673,0.692,7.84165169328222e-24,"T CD4 helper","GABARAP"
"LSR",4.59894975665156e-28,0.255566588824511,0.104,0.036,7.96308150364218e-24,"T CD4 helper","LSR"
"SPTAN1",5.41028114776511e-28,0.301833735541343,0.371,0.223,9.36790180735529e-24,"T CD4 helper","SPTAN1"
"C12orf57",5.76853235121807e-28,0.253765580581507,0.802,0.621,9.98821376613409e-24,"T CD4 helper","C12orf57"
"RPS2",6.02801084780269e-28,0.298574105210877,0.981,0.908,1.04375007829704e-23,"T CD4 helper","RPS2"
"BLVRB",6.87614083802287e-28,-0.625792106108886,0.045,0.153,1.19060378610366e-23,"T CD4 helper","BLVRB"
"PASK",8.81990747460037e-28,0.332602123758761,0.123,0.047,1.52716697922705e-23,"T CD4 helper","PASK"
"TC2N",1.05711111908347e-27,0.296270578837938,0.322,0.182,1.83038790269303e-23,"T CD4 helper","TC2N"
"IL2RB",2.27467907068087e-27,-1.02969396810908,0.083,0.196,3.93860681088393e-23,"T CD4 helper","IL2RB"
"GALM",2.52440271332086e-27,0.252074132450565,0.109,0.039,4.37100329811508e-23,"T CD4 helper","GALM"
"MZT2A",2.7594300141911e-27,0.362744587638504,0.394,0.249,4.7779530695719e-23,"T CD4 helper","MZT2A"
"NDFIP1",2.99384288028579e-27,0.327281333616344,0.58,0.412,5.18383894721485e-23,"T CD4 helper","NDFIP1"
"PPDPF",3.44531103015826e-27,0.255489714841445,0.882,0.742,5.96555604871903e-23,"T CD4 helper","PPDPF"
"CXCL8",3.69751479521986e-27,-1.35434486369811,0.035,0.135,6.40224686792319e-23,"T CD4 helper","CXCL8"
"AGTRAP",3.84073837397122e-27,-0.641650346570638,0.117,0.239,6.65023849453117e-23,"T CD4 helper","AGTRAP"
"RPL36A",5.34937874630573e-27,0.331987765248744,0.815,0.651,9.26244929922838e-23,"T CD4 helper","RPL36A"
"BTG1",5.44784034020122e-27,0.277498070157404,0.969,0.902,9.43293554905841e-23,"T CD4 helper","BTG1"
"CD52",7.15656937880641e-27,0.25819890775415,0.863,0.678,1.23915998794033e-22,"T CD4 helper","CD52"
"NSD3",8.61812133883174e-27,0.315399259927231,0.51,0.346,1.49222770981872e-22,"T CD4 helper","NSD3"
"FAS",1.02108447146615e-26,0.271918885420828,0.139,0.058,1.76800776234365e-22,"T CD4 helper","FAS"
"NOP53",1.15665039066613e-26,0.297559785918037,0.781,0.626,2.0027401514384e-22,"T CD4 helper","NOP53"
"CFP",1.56553042834142e-26,-0.670690617409258,0.036,0.136,2.71071593667317e-22,"T CD4 helper","CFP"
"TOB1",2.78941173249762e-26,0.393452548082718,0.339,0.208,4.82986641481962e-22,"T CD4 helper","TOB1"
"AP2S1",3.11551411689317e-26,-0.605184277233273,0.194,0.319,5.39451269340052e-22,"T CD4 helper","AP2S1"
"SLC11A1",3.35561957204295e-26,-0.537174216465017,0.013,0.101,5.81025528899237e-22,"T CD4 helper","SLC11A1"
"ABI3",3.36866508316676e-26,-0.491800350711337,0.027,0.123,5.83284359150325e-22,"T CD4 helper","ABI3"
"SIT1",4.20448179401645e-26,0.292009071745783,0.161,0.073,7.28006022633948e-22,"T CD4 helper","SIT1"
"CCL3L1",4.35631229962606e-26,-1.05409651834359,0.013,0.101,7.54295474680253e-22,"T CD4 helper","CCL3L1"
"LSP1",4.94614617366398e-26,-0.433490915925891,0.692,0.719,8.56425209969917e-22,"T CD4 helper","LSP1"
"IQGAP1",9.62142351823116e-26,-0.618342117345295,0.328,0.441,1.66594948218173e-21,"T CD4 helper","IQGAP1"
"RPL13A",9.76607675345028e-26,0.291033255550099,0.865,0.725,1.69099618985992e-21,"T CD4 helper","RPL13A"
"ATP2B1-AS1",1.20022586880815e-25,-1.16789636855597,0.229,0.339,2.07819109184132e-21,"T CD4 helper","ATP2B1-AS1"
"PIK3IP1",1.63779348961718e-25,0.312584466272443,0.386,0.237,2.83583942727215e-21,"T CD4 helper","PIK3IP1"
"CA5B",1.97527881794638e-25,0.337176707455773,0.291,0.168,3.42019527327416e-21,"T CD4 helper","CA5B"
"LCK",1.98526153720477e-25,0.265864634372614,0.572,0.378,3.43748035167006e-21,"T CD4 helper","LCK"
"ATF3",2.0206134361029e-25,-0.63472928175793,0.044,0.146,3.49869216461218e-21,"T CD4 helper","ATF3"
"TCEA3",2.73145427025331e-25,0.255309848215988,0.11,0.042,4.72951306894361e-21,"T CD4 helper","TCEA3"
"IFNGR2",4.44860663806904e-25,-0.638272231788006,0.073,0.182,7.70276239381654e-21,"T CD4 helper","IFNGR2"
"HSP90AB1",4.79538880154607e-25,0.26906785458563,0.866,0.722,8.30321570987702e-21,"T CD4 helper","HSP90AB1"
"TBX21",6.19553359101766e-25,-0.578117569493059,0.026,0.116,1.07275664128471e-20,"T CD4 helper","TBX21"
"TRBV20-1",8.92542387598799e-25,0.861169590209936,0.113,0.045,1.54543714412732e-20,"T CD4 helper","TRBV20-1"
"CSRNP1",9.91998498564883e-25,0.354442016358315,0.545,0.384,1.71764540026509e-20,"T CD4 helper","CSRNP1"
"ATP6V0E2",1.12218767273559e-24,0.277721581730113,0.253,0.138,1.94306795534168e-20,"T CD4 helper","ATP6V0E2"
"BRI3",1.22983109441226e-24,-0.579996084762838,0.064,0.17,2.12945253997483e-20,"T CD4 helper","BRI3"
"CNN2",1.35445784787917e-24,0.38560147289173,0.639,0.491,2.34524376360277e-20,"T CD4 helper","CNN2"
"ALOX5",1.55971334687308e-24,-0.474677542545359,0.018,0.103,2.70064366011073e-20,"T CD4 helper","ALOX5"
"CD96",1.69989970246671e-24,0.296494291296083,0.363,0.221,2.94337633482111e-20,"T CD4 helper","CD96"
"LPCAT1",1.75006219723359e-24,-0.509611297025129,0.029,0.12,3.03023269450996e-20,"T CD4 helper","LPCAT1"
"NCF1",1.84907260789457e-24,-0.926192227725726,0.164,0.273,3.20166922056945e-20,"T CD4 helper","NCF1"
"TNFAIP8",2.10393105925026e-24,0.287957306898483,0.381,0.241,3.64295662909182e-20,"T CD4 helper","TNFAIP8"
"SKAP2",3.68849359308776e-24,-0.449124266536785,0.023,0.111,6.38662665643145e-20,"T CD4 helper","SKAP2"
"GNPTAB",6.66275111339428e-24,-0.611954539631647,0.07,0.173,1.15365535528422e-19,"T CD4 helper","GNPTAB"
"PTPN6",7.25632119666004e-24,-0.586436007390225,0.193,0.315,1.25643201520169e-19,"T CD4 helper","PTPN6"
"HOPX",7.51515440233721e-24,-0.912548993865639,0.132,0.243,1.30124898476469e-19,"T CD4 helper","HOPX"
"THEMIS2",7.76349121224221e-24,-0.50052258728195,0.052,0.152,1.34424850339974e-19,"T CD4 helper","THEMIS2"
"CD300A",1.08217581933989e-23,-0.536050537595495,0.045,0.141,1.87378743118702e-19,"T CD4 helper","CD300A"
"MYO1F",1.33777968203818e-23,-0.663103937698599,0.145,0.26,2.31636551944911e-19,"T CD4 helper","MYO1F"
"CTSZ",1.35219468746236e-23,-0.479525903916833,0.034,0.126,2.34132510134107e-19,"T CD4 helper","CTSZ"
"FAM107B",1.91554333621364e-23,0.294476187632051,0.423,0.277,3.31676328665392e-19,"T CD4 helper","FAM107B"
"CCND2",1.91665404861001e-23,0.269733267324581,0.256,0.143,3.31868648516823e-19,"T CD4 helper","CCND2"
"ADSL",2.43754148296461e-23,0.303292563719448,0.213,0.115,4.22060307775322e-19,"T CD4 helper","ADSL"
"CLIC1",2.57893767828847e-23,-0.516040005983962,0.605,0.637,4.46543058995648e-19,"T CD4 helper","CLIC1"
"PHF1",2.61239985484274e-23,0.281015522208065,0.311,0.183,4.5233703486602e-19,"T CD4 helper","PHF1"
"BIN1",2.61900863032801e-23,0.3042178155081,0.435,0.283,4.53481344341295e-19,"T CD4 helper","BIN1"
"PPP1R2",3.40406482965179e-23,0.316924738415355,0.508,0.36,5.89413825254207e-19,"T CD4 helper","PPP1R2"
"CARD16",3.91565439668771e-23,-0.641496654215984,0.199,0.31,6.77995558786477e-19,"T CD4 helper","CARD16"
"TAB2",3.97063838948788e-23,0.300246547205838,0.155,0.074,6.87516037139827e-19,"T CD4 helper","TAB2"
"CTC-523E23.11",5.26267455335192e-23,0.251077604866831,0.15,0.069,9.11232098912885e-19,"T CD4 helper","CTC-523E23.11"
"REL",5.90541945390945e-23,-0.640083430377023,0.269,0.38,1.02252337844442e-18,"T CD4 helper","REL"
"RPL7",5.98269965983577e-23,0.261278393933002,0.884,0.748,1.03590444610056e-18,"T CD4 helper","RPL7"
"GZMM",6.61369060873604e-23,-0.801642816745648,0.319,0.403,1.14516052890265e-18,"T CD4 helper","GZMM"
"HVCN1",7.49545089916014e-23,-0.496085662829651,0.025,0.11,1.29783732318958e-18,"T CD4 helper","HVCN1"
"CITED2",8.12198153974353e-23,0.406702266499982,0.472,0.325,1.40632110360659e-18,"T CD4 helper","CITED2"
"COMMD6",8.49374178881644e-23,0.269802246374133,0.87,0.736,1.47069139073357e-18,"T CD4 helper","COMMD6"
"DMXL2",1.01835325468547e-22,-0.6011530476919,0.02,0.102,1.76327866048789e-18,"T CD4 helper","DMXL2"
"APRT",1.09825926974325e-22,0.305903858109752,0.725,0.568,1.90163592556043e-18,"T CD4 helper","APRT"
"TPST2",1.13395108441283e-22,-0.672970061220044,0.114,0.221,1.96343630266082e-18,"T CD4 helper","TPST2"
"RAC1",1.44275173906039e-22,-0.643339480897515,0.35,0.438,2.49812463618306e-18,"T CD4 helper","RAC1"
"ITK",1.62960732361182e-22,0.276256968525504,0.278,0.16,2.82166508083387e-18,"T CD4 helper","ITK"
"SH3BP2",2.48056702401595e-22,-0.452090595732515,0.026,0.111,4.29510180208361e-18,"T CD4 helper","SH3BP2"
"BCL2",5.97718407995686e-22,0.278774263134323,0.28,0.163,1.03494942344453e-17,"T CD4 helper","BCL2"
"TUBB2A",6.71836844911909e-22,0.316676935918024,0.135,0.061,1.16328549696497e-17,"T CD4 helper","TUBB2A"
"USP10",1.02657932321478e-21,0.333445401907803,0.246,0.143,1.77752209814639e-17,"T CD4 helper","USP10"
"CPPED1",1.2554412825075e-21,-0.422822008559174,0.024,0.105,2.17379658066173e-17,"T CD4 helper","CPPED1"
"SH3YL1",1.26334899124841e-21,0.283924664185357,0.186,0.097,2.18748877834662e-17,"T CD4 helper","SH3YL1"
"SERF2",1.26782330112421e-21,-0.385391433968981,0.943,0.914,2.19523604589657e-17,"T CD4 helper","SERF2"
"SUSD3",1.51810290328684e-21,0.259900247351412,0.141,0.066,2.62859517704116e-17,"T CD4 helper","SUSD3"
"DYNLT3",1.76381926306034e-21,0.260036784553805,0.202,0.107,3.05405305398897e-17,"T CD4 helper","DYNLT3"
"CTSD",1.83301138790716e-21,-0.514955870016563,0.064,0.16,3.17385921816125e-17,"T CD4 helper","CTSD"
"SKIL",2.00681313472054e-21,-0.54191289462827,0.07,0.168,3.47479694276862e-17,"T CD4 helper","SKIL"
"TBXAS1",2.57291601802098e-21,-0.461618875521178,0.027,0.109,4.45500408520332e-17,"T CD4 helper","TBXAS1"
"STXBP2",2.61499076267797e-21,-0.764591230445777,0.179,0.283,4.5278565055769e-17,"T CD4 helper","STXBP2"
"MYC",3.09295604989527e-21,0.264523051263892,0.18,0.092,5.35545340039366e-17,"T CD4 helper","MYC"
"NELL2",3.19252510575616e-21,0.278087713444302,0.19,0.099,5.52785722061679e-17,"T CD4 helper","NELL2"
"CTSC",6.22170321071551e-21,-0.647704031791374,0.188,0.293,1.07728791093539e-16,"T CD4 helper","CTSC"
"DDX24",1.43409504817528e-20,0.267064216697351,0.618,0.462,2.48313557591549e-16,"T CD4 helper","DDX24"
"PAK1",1.48494429939996e-20,-0.392419940190331,0.029,0.109,2.57118105441103e-16,"T CD4 helper","PAK1"
"PLAC8",1.66424032355935e-20,-0.629780626206801,0.227,0.33,2.88163212024302e-16,"T CD4 helper","PLAC8"
"ODF3B",1.82582789135282e-20,-0.470916198782981,0.036,0.119,3.1614209938774e-16,"T CD4 helper","ODF3B"
"SYNE1",2.22450392489633e-20,-0.792563288763214,0.181,0.278,3.85172854595799e-16,"T CD4 helper","SYNE1"
"RAB24",2.63222826025429e-20,-0.546047150048877,0.113,0.214,4.5577032326303e-16,"T CD4 helper","RAB24"
"RP5-1171I10.5",4.34092851793395e-20,-0.494948233934276,0.049,0.136,7.51631772880263e-16,"T CD4 helper","RP5-1171I10.5"
"TENT5C",4.94629172083658e-20,0.27119961063139,0.328,0.203,8.56450411462854e-16,"T CD4 helper","TENT5C"
"HIVEP2",6.39999876555554e-20,0.255276864671702,0.161,0.082,1.10815978625594e-15,"T CD4 helper","HIVEP2"
"DDIT4",8.20683373590305e-20,0.306133198848453,0.421,0.29,1.42101326137161e-15,"T CD4 helper","DDIT4"
"EIF3F",1.06887600125986e-19,0.261157441716612,0.771,0.643,1.85075879618145e-15,"T CD4 helper","EIF3F"
"CD63",1.4982874032247e-19,-0.569227491554621,0.179,0.282,2.59428463868357e-15,"T CD4 helper","CD63"
"MXD1",1.49846579851527e-19,-0.529387770734407,0.048,0.133,2.59459353012919e-15,"T CD4 helper","MXD1"
"CD8B",4.33055932408791e-19,-0.72974845908299,0.066,0.156,7.49836346965821e-15,"T CD4 helper","CD8B"
"ATP6V0D1",5.69205699292652e-19,-0.456570492644789,0.091,0.186,9.85579668325227e-15,"T CD4 helper","ATP6V0D1"
"PRELID1",5.82470643190893e-19,-0.569959505522782,0.344,0.422,1.00854791868503e-14,"T CD4 helper","PRELID1"
"CLDND1",5.95531255974378e-19,0.257251217196717,0.263,0.16,1.03116236971963e-14,"T CD4 helper","CLDND1"
"RIN3",6.75391245032785e-19,-0.475052363924061,0.121,0.222,1.16943994077427e-14,"T CD4 helper","RIN3"
"ZC3HAV1",7.68066583906714e-19,0.270124225954828,0.464,0.324,1.32990729003448e-14,"T CD4 helper","ZC3HAV1"
