"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SFT2D1.7",6.44774825879694e-13,-0.289540201572677,0.112,0.21,1.4577714038314e-08,"T_CD8_c02-GPR183","SFT2D1"
"PER1.5",6.44901968811431e-13,0.494071716109972,0.276,0.188,1.45805886128576e-08,"T_CD8_c02-GPR183","PER1"
"CLIC3.12",7.24021396687984e-13,-0.757776231533353,0.088,0.173,1.63693997577186e-08,"T_CD8_c02-GPR183","CLIC3"
"VIM.13",9.12999240652799e-13,0.269512676377594,0.911,0.823,2.06419998319191e-08,"T_CD8_c02-GPR183","VIM"
"RAC2.9",9.28476424954406e-13,-0.313948063303959,0.756,0.824,2.09919234917942e-08,"T_CD8_c02-GPR183","RAC2"
"PLK3.7",9.32514038751064e-13,0.314348456953496,0.243,0.158,2.10832099021228e-08,"T_CD8_c02-GPR183","PLK3"
"RAB5IF.11",9.42085209742064e-13,-0.358010112921835,0.18,0.281,2.12996045070583e-08,"T_CD8_c02-GPR183","RAB5IF"
"PEBP1.7",1.33605513835727e-12,0.262578101322765,0.58,0.467,3.02068706231194e-08,"T_CD8_c02-GPR183","PEBP1"
"MCUB.13",1.67358321641945e-12,0.264545357949682,0.496,0.386,3.78380429400273e-08,"T_CD8_c02-GPR183","MCUB"
"JAZF1.11",1.72531048764189e-12,-0.279870236650385,0.064,0.149,3.90075448150954e-08,"T_CD8_c02-GPR183","JAZF1"
"CD44.7",1.80248316203209e-12,0.355206497271419,0.744,0.647,4.07523418103836e-08,"T_CD8_c02-GPR183","CD44"
"SLC25A5.6",2.01319989596871e-12,-0.327078646265377,0.544,0.617,4.55164364479565e-08,"T_CD8_c02-GPR183","SLC25A5"
"MGAT1.9",2.23902273738033e-12,-0.273133629546795,0.174,0.281,5.06220650694318e-08,"T_CD8_c02-GPR183","MGAT1"
"GCA.15",2.44998241569544e-12,-0.290712315445776,0.051,0.13,5.53916524364581e-08,"T_CD8_c02-GPR183","GCA"
"IFNGR1.11",2.79657564741441e-12,-0.284024069177839,0.138,0.24,6.32277788123925e-08,"T_CD8_c02-GPR183","IFNGR1"
"SYNE2.16",2.84979976142507e-12,0.257976409251286,0.497,0.372,6.44311228060595e-08,"T_CD8_c02-GPR183","SYNE2"
"SF1.12",2.90258335880059e-12,0.308295956440738,0.76,0.698,6.56245071591225e-08,"T_CD8_c02-GPR183","SF1"
"BID.10",3.20100338007651e-12,-0.323632863959831,0.094,0.182,7.23714854201498e-08,"T_CD8_c02-GPR183","BID"
"IER3.15",5.1653732885354e-12,-0.485800100860517,0.04,0.113,1.16783924680497e-07,"T_CD8_c02-GPR183","IER3"
"MIEN1.9",5.21984020303836e-12,-0.309787397192126,0.18,0.281,1.18015367150494e-07,"T_CD8_c02-GPR183","MIEN1"
"SNX3.10",5.48069215548708e-12,-0.291744065283677,0.253,0.363,1.23912968943407e-07,"T_CD8_c02-GPR183","SNX3"
"NAIP.12",5.84934107492956e-12,-0.30067932437664,0.042,0.115,1.32247752363082e-07,"T_CD8_c02-GPR183","NAIP"
"FYN.16",7.65550987463422e-12,0.33753155851269,0.461,0.35,1.73083422755605e-07,"T_CD8_c02-GPR183","FYN"
"MOB1A.7",1.17792791578096e-11,-0.295564008367171,0.259,0.364,2.66317722478916e-07,"T_CD8_c02-GPR183","MOB1A"
"BLOC1S1.8",1.24067539434406e-11,-0.293636398360352,0.162,0.258,2.80504299907249e-07,"T_CD8_c02-GPR183","BLOC1S1"
"ATP5MC3.7",1.29840982197093e-11,-0.272905884662679,0.486,0.575,2.93557476649409e-07,"T_CD8_c02-GPR183","ATP5MC3"
"CYTH4.6",1.30711366316893e-11,-0.310203528805918,0.128,0.219,2.95525328105862e-07,"T_CD8_c02-GPR183","CYTH4"
"ELOB.11",1.31515477270168e-11,-0.303498452842107,0.595,0.673,2.97343342560122e-07,"T_CD8_c02-GPR183","ELOB"
"CTSB.13",1.39965122661908e-11,-0.406991005474542,0.184,0.279,3.16447145826309e-07,"T_CD8_c02-GPR183","CTSB"
"FAM177A1.10",1.40779352322447e-11,0.36677325849288,0.369,0.274,3.1828803766582e-07,"T_CD8_c02-GPR183","FAM177A1"
"MTPN.11",1.42032877651195e-11,-0.358589425164218,0.282,0.382,3.21122133081586e-07,"T_CD8_c02-GPR183","MTPN"
"CORO1A.9",1.49658177396446e-11,-0.266097529226751,0.827,0.88,3.38362173275625e-07,"T_CD8_c02-GPR183","CORO1A"
"GCC2.5",1.57480475279869e-11,0.298250345731359,0.479,0.372,3.56047606560256e-07,"T_CD8_c02-GPR183","GCC2"
"PLAUR.18",1.74781320651253e-11,-0.563014707821205,0.042,0.113,3.95163087860418e-07,"T_CD8_c02-GPR183","PLAUR"
"PPP2R5C.14",1.93677274040677e-11,0.263452479699336,0.528,0.417,4.37884948878567e-07,"T_CD8_c02-GPR183","PPP2R5C"
"NOP58.3",2.21187605267969e-11,0.304236956481202,0.42,0.318,5.00083056750351e-07,"T_CD8_c02-GPR183","NOP58"
"SAT1.15",2.40379924414552e-11,-0.914850426972281,0.53,0.581,5.4347497110886e-07,"T_CD8_c02-GPR183","SAT1"
"TPST2.15",2.54191640720054e-11,-0.479865973496186,0.169,0.255,5.7470188050397e-07,"T_CD8_c02-GPR183","TPST2"
"WAS.9",2.58935403059084e-11,-0.286719225010122,0.388,0.489,5.85427052776284e-07,"T_CD8_c02-GPR183","WAS"
"NBPF14.11",2.84640143917066e-11,-0.280250244089915,0.085,0.168,6.43542901382094e-07,"T_CD8_c02-GPR183","NBPF14"
"ABCG1.5",3.17258779415603e-11,0.38857951542564,0.158,0.094,7.17290374380737e-07,"T_CD8_c02-GPR183","ABCG1"
"DDX24.6",3.28776527683987e-11,0.380455479815293,0.574,0.49,7.43330851440725e-07,"T_CD8_c02-GPR183","DDX24"
"MTRNR2L12.7",3.72236927962793e-11,0.3235646700922,1,0.998,8.41590470431078e-07,"T_CD8_c02-GPR183","MTRNR2L12"
"CMC1.15",3.77014109019859e-11,-0.632009121781777,0.134,0.217,8.52391199083e-07,"T_CD8_c02-GPR183","CMC1"
"PICALM.8",4.42119096330475e-11,-0.257233371664753,0.068,0.147,9.99587064893571e-07,"T_CD8_c02-GPR183","PICALM"
"C21orf91.1",4.58432633748282e-11,0.293230546801599,0.16,0.095,1.03647034164149e-06,"T_CD8_c02-GPR183","C21orf91"
"PRDX5.9",4.59460709274052e-11,-0.319329433815682,0.345,0.445,1.0387947175977e-06,"T_CD8_c02-GPR183","PRDX5"
"DNAJB9.4",5.08766686886725e-11,0.292882377322255,0.235,0.155,1.1502706023822e-06,"T_CD8_c02-GPR183","DNAJB9"
"BANF1.7",5.11086797252503e-11,-0.315068316959286,0.235,0.331,1.15551613990818e-06,"T_CD8_c02-GPR183","BANF1"
"ETS1.10",5.26148661470007e-11,0.252527050340303,0.45,0.34,1.18956950871754e-06,"T_CD8_c02-GPR183","ETS1"
"EMP3.13",5.71945015600632e-11,-0.287888548205262,0.748,0.805,1.29311048577147e-06,"T_CD8_c02-GPR183","EMP3"
"SMIM14.8",5.72185299372826e-11,-0.282412431939327,0.068,0.145,1.29365374335202e-06,"T_CD8_c02-GPR183","SMIM14"
"CST7.17",5.74607058666933e-11,-1.36948662863379,0.423,0.417,1.29912909894007e-06,"T_CD8_c02-GPR183","CST7"
"TRAPPC1.11",6.54289899757553e-11,-0.305668401343986,0.38,0.479,1.47928403436185e-06,"T_CD8_c02-GPR183","TRAPPC1"
"FAM129A.10",7.2284470844505e-11,0.26405762290846,0.21,0.135,1.63427960132341e-06,"T_CD8_c02-GPR183","FAM129A"
"DAPP1.14",7.61768964654853e-11,-0.281051691295105,0.038,0.106,1.72228345218816e-06,"T_CD8_c02-GPR183","DAPP1"
"PSMB3.10",7.82516008929431e-11,-0.303465199444351,0.351,0.443,1.76919044458855e-06,"T_CD8_c02-GPR183","PSMB3"
"SNHG8.11",8.50384103046253e-11,0.26712360620983,0.538,0.441,1.92263341857727e-06,"T_CD8_c02-GPR183","SNHG8"
"HSBP1.8",1.00159562993842e-10,-0.294988226836336,0.127,0.213,2.26450755972777e-06,"T_CD8_c02-GPR183","HSBP1"
"NDUFB2.9",1.02048772944336e-10,-0.303314802177564,0.449,0.537,2.30722070749849e-06,"T_CD8_c02-GPR183","NDUFB2"
"CSTB.9",1.26292600802858e-10,-0.362574112846598,0.366,0.448,2.85534941155181e-06,"T_CD8_c02-GPR183","CSTB"
"NDUFB7.10",1.26742582251977e-10,-0.333283497841836,0.308,0.402,2.86552304213496e-06,"T_CD8_c02-GPR183","NDUFB7"
"ATP6V0C.9",1.29146777141381e-10,-0.311727093917116,0.516,0.591,2.91987948438949e-06,"T_CD8_c02-GPR183","ATP6V0C"
"FAM110A.7",1.30686774370826e-10,-0.283444298336705,0.047,0.117,2.95469728175001e-06,"T_CD8_c02-GPR183","FAM110A"
"SPG21.3",1.38117988723571e-10,-0.288918204266009,0.149,0.239,3.12270960705122e-06,"T_CD8_c02-GPR183","SPG21"
"H2AFY.10",1.44345476029329e-10,-0.303565145153596,0.167,0.258,3.2635068675471e-06,"T_CD8_c02-GPR183","H2AFY"
"ARF5.8",1.70398814118351e-10,-0.309831332595462,0.427,0.505,3.8525467884018e-06,"T_CD8_c02-GPR183","ARF5"
"UQCRH.2",1.7797285962837e-10,-0.260255492860147,0.585,0.647,4.02378838333781e-06,"T_CD8_c02-GPR183","UQCRH"
"FAM96A.9",1.84118388574973e-10,-0.283645504284983,0.176,0.269,4.16273264729157e-06,"T_CD8_c02-GPR183","FAM96A"
"PECAM1.14",2.00071810462029e-10,-0.498727334301953,0.111,0.191,4.52342356273601e-06,"T_CD8_c02-GPR183","PECAM1"
"WARS.17",2.01915901977346e-10,-0.391907278532361,0.087,0.165,4.56511662780581e-06,"T_CD8_c02-GPR183","WARS"
"STAT4.13",2.18212574275728e-10,0.286235573214599,0.35,0.252,4.93356809179994e-06,"T_CD8_c02-GPR183","STAT4"
"ZC3HAV1.6",2.18583427975906e-10,0.3225446976505,0.468,0.379,4.94195272310726e-06,"T_CD8_c02-GPR183","ZC3HAV1"
"CRYBG1.1",2.35859735239242e-10,0.310722347488939,0.264,0.184,5.33255275402401e-06,"T_CD8_c02-GPR183","CRYBG1"
"CDK2AP2.14",2.53709610146771e-10,-0.341154907448934,0.216,0.305,5.73612057580834e-06,"T_CD8_c02-GPR183","CDK2AP2"
"CASP1.10",2.77910632102197e-10,-0.322308063302385,0.193,0.283,6.28328148119857e-06,"T_CD8_c02-GPR183","CASP1"
"ATG16L2.7",2.88069357826359e-10,-0.256961203960121,0.095,0.176,6.51296011109615e-06,"T_CD8_c02-GPR183","ATG16L2"
"RAP1B.16",2.99765320331759e-10,-0.425985760422261,0.576,0.638,6.77739412738074e-06,"T_CD8_c02-GPR183","RAP1B"
"GRB2.14",3.05056262816146e-10,-0.289859215905399,0.333,0.424,6.89701704601025e-06,"T_CD8_c02-GPR183","GRB2"
"TPI1.12",3.26931804175815e-10,-0.287548196435301,0.556,0.624,7.391601160611e-06,"T_CD8_c02-GPR183","TPI1"
"ZEB1.8",3.48865517334347e-10,0.258552167453838,0.164,0.1,7.88750048141224e-06,"T_CD8_c02-GPR183","ZEB1"
"PGAM1.12",3.49278402297337e-10,-0.290105464362384,0.405,0.491,7.89683539754049e-06,"T_CD8_c02-GPR183","PGAM1"
"MYO1G.15",3.53835188370622e-10,-0.335019165198698,0.302,0.396,7.99985977387139e-06,"T_CD8_c02-GPR183","MYO1G"
"GLIPR2.11",3.93903114561675e-10,-0.327471060158004,0.193,0.284,8.90575551712491e-06,"T_CD8_c02-GPR183","GLIPR2"
"RAB24.12",4.00952200431957e-10,-0.282206601103746,0.153,0.239,9.06512829956611e-06,"T_CD8_c02-GPR183","RAB24"
"POMP.12",4.21532465176871e-10,-0.257048847850861,0.331,0.427,9.53042750518388e-06,"T_CD8_c02-GPR183","POMP"
"AC016831.7.5",4.23586349059256e-10,0.363809088742956,0.397,0.304,9.57686376588071e-06,"T_CD8_c02-GPR183","AC016831.7"
"PGLS.12",4.51459846619536e-10,-0.355130156297798,0.262,0.347,1.02070556722211e-05,"T_CD8_c02-GPR183","PGLS"
"GNPTAB.13",4.66922081892537e-10,-0.337476364676032,0.096,0.173,1.05566413495084e-05,"T_CD8_c02-GPR183","GNPTAB"
"RAC1.10",4.82745594245657e-10,-0.429323729883673,0.301,0.38,1.09143951403001e-05,"T_CD8_c02-GPR183","RAC1"
"NOP10.9",4.83634935895797e-10,-0.303469894260891,0.271,0.363,1.09345022656681e-05,"T_CD8_c02-GPR183","NOP10"
"ACTG1.11",5.0614166666972e-10,-0.269074875491638,0.919,0.944,1.14433569417357e-05,"T_CD8_c02-GPR183","ACTG1"
"RHOB.14",5.07452994325796e-10,-0.335636336806319,0.053,0.121,1.14730047487119e-05,"T_CD8_c02-GPR183","RHOB"
"SUPT4H1.8",5.29748546338593e-10,-0.265122348869915,0.242,0.339,1.19770848841693e-05,"T_CD8_c02-GPR183","SUPT4H1"
"ZYX.11",5.30802895353825e-10,-0.414450195893397,0.392,0.468,1.20009226610546e-05,"T_CD8_c02-GPR183","ZYX"
"SURF4.5",5.70985737319978e-10,0.319427685273969,0.312,0.228,1.29094165350674e-05,"T_CD8_c02-GPR183","SURF4"
"RAB11FIP1.10",5.87919494837452e-10,-0.261919339083723,0.084,0.16,1.32922718587799e-05,"T_CD8_c02-GPR183","RAB11FIP1"
"MYD88.8",6.15302979358731e-10,-0.277788530067392,0.121,0.204,1.39113850603216e-05,"T_CD8_c02-GPR183","MYD88"
"ATP5MPL.7",6.1760534375027e-10,-0.285988893107726,0.428,0.51,1.39634392168498e-05,"T_CD8_c02-GPR183","ATP5MPL"
"ODF2L.3",6.36504486943898e-10,0.252660345946145,0.259,0.179,1.43907299453146e-05,"T_CD8_c02-GPR183","ODF2L"
"TRAPPC5.4",7.24043002707488e-10,-0.261822450031076,0.142,0.228,1.63698882482136e-05,"T_CD8_c02-GPR183","TRAPPC5"
"MTRNR2L1.7",8.73345330864718e-10,0.380109763439264,0.85,0.819,1.97454645855204e-05,"T_CD8_c02-GPR183","MTRNR2L1"
"GNB2.10",9.74093686734459e-10,-0.325374809332543,0.299,0.388,2.20232841633794e-05,"T_CD8_c02-GPR183","GNB2"
"TPP1.9",9.86185356346585e-10,-0.295360680893166,0.151,0.236,2.22966647216399e-05,"T_CD8_c02-GPR183","TPP1"
"ATP5MF.10",9.9753199881725e-10,-0.261812396579032,0.419,0.498,2.25532009612592e-05,"T_CD8_c02-GPR183","ATP5MF"
"GSPT1.3",1.0619734743098e-09,0.307643563551423,0.221,0.152,2.40101582806702e-05,"T_CD8_c02-GPR183","GSPT1"
"UBL5.9",1.10297530955325e-09,-0.259418049538875,0.581,0.642,2.49371687736895e-05,"T_CD8_c02-GPR183","UBL5"
"TRBV20-1.7",1.14366140290408e-09,0.450896439719303,0.11,0.06,2.58570406582583e-05,"T_CD8_c02-GPR183","TRBV20-1"
"FIS1.2",1.29240074608951e-09,-0.256913098271132,0.328,0.426,2.92198884683377e-05,"T_CD8_c02-GPR183","FIS1"
"RPS6KA1.11",1.32040881193949e-09,-0.270844919804447,0.144,0.228,2.985312282914e-05,"T_CD8_c02-GPR183","RPS6KA1"
"UVRAG.6",1.39343235599018e-09,-0.279825346048537,0.112,0.189,3.1504112136582e-05,"T_CD8_c02-GPR183","UVRAG"
"TUBA4A.11",1.43410785717668e-09,0.277245221655874,0.424,0.338,3.24237445429076e-05,"T_CD8_c02-GPR183","TUBA4A"
"RANBP2.1",1.59386147296262e-09,0.30374842701521,0.303,0.222,3.60356140422118e-05,"T_CD8_c02-GPR183","RANBP2"
"CLTA.8",1.61981141948572e-09,-0.253930676251109,0.258,0.354,3.66223163831526e-05,"T_CD8_c02-GPR183","CLTA"
"RPS10.10",1.67257673648898e-09,0.365274970132678,0.487,0.405,3.78152874352794e-05,"T_CD8_c02-GPR183","RPS10"
"CEP78.16",1.8181318160384e-09,-0.353339798571624,0.064,0.131,4.11061422288122e-05,"T_CD8_c02-GPR183","CEP78"
"PLA2G16.13",2.16515588581449e-09,-0.275235151697708,0.061,0.127,4.89520094223797e-05,"T_CD8_c02-GPR183","PLA2G16"
"PPP1R2.8",2.204999274487e-09,0.252015057956326,0.54,0.452,4.98528285968766e-05,"T_CD8_c02-GPR183","PPP1R2"
"IFRD1.2",2.23221101325873e-09,0.327387527127529,0.253,0.179,5.04680587987666e-05,"T_CD8_c02-GPR183","IFRD1"
"HNRNPUL1.6",2.44705940843104e-09,0.33916272390151,0.503,0.421,5.53255661652174e-05,"T_CD8_c02-GPR183","HNRNPUL1"
"WASF2.4",2.7234546309881e-09,-0.256067503485531,0.337,0.425,6.157458575201e-05,"T_CD8_c02-GPR183","WASF2"
"HIST1H4C.6",2.79150847677521e-09,0.255614520439964,0.496,0.41,6.31132151514107e-05,"T_CD8_c02-GPR183","HIST1H4C"
"AD000090.1.5",2.94237529459485e-09,0.255462598759268,0.836,0.802,6.65241630354949e-05,"T_CD8_c02-GPR183","AD000090.1"
"RNASEK.6",3.41324311308026e-09,-0.261749837005946,0.288,0.377,7.71700135436316e-05,"T_CD8_c02-GPR183","RNASEK"
"NEAT1.15",3.43527540400782e-09,-0.780687690826968,0.472,0.517,7.76681416092129e-05,"T_CD8_c02-GPR183","NEAT1"
"ACTR2.6",3.83241208625095e-09,-0.28079460979701,0.371,0.456,8.66470048580477e-05,"T_CD8_c02-GPR183","ACTR2"
"GSTK1.11",4.32016284016198e-09,0.254427008483488,0.71,0.651,9.76745616532221e-05,"T_CD8_c02-GPR183","GSTK1"
"CITED2.6",4.37047911168681e-09,0.293063893915571,0.312,0.231,9.88121622361271e-05,"T_CD8_c02-GPR183","CITED2"
"RBL2.8",4.74170962757306e-09,0.254425190351536,0.488,0.399,0.000107205312969799,"T_CD8_c02-GPR183","RBL2"
"ITGAL.16",4.79005209836924e-09,-0.331987459500541,0.207,0.291,0.00010829828789203,"T_CD8_c02-GPR183","ITGAL"
"HOPX.15",5.13663929168138e-09,-0.665341264785633,0.199,0.266,0.000116134277745624,"T_CD8_c02-GPR183","HOPX"
"TPM3.11",5.16359279618388e-09,-0.251991572558691,0.75,0.794,0.000116743669528921,"T_CD8_c02-GPR183","TPM3"
"RASSF1.14",6.34922567699671e-09,-0.310051119980481,0.175,0.253,0.000143549643331219,"T_CD8_c02-GPR183","RASSF1"
"MCTP2.11",6.65457141662053e-09,-0.340123778356189,0.062,0.126,0.000150453205158374,"T_CD8_c02-GPR183","MCTP2"
"LYST.10",7.02734785854143e-09,-0.302013158090017,0.179,0.26,0.000158881307733763,"T_CD8_c02-GPR183","LYST"
"FERMT3.8",7.48904047601062e-09,-0.318507928925479,0.235,0.322,0.000169319716122124,"T_CD8_c02-GPR183","FERMT3"
"SLC3A2.3",9.91407477671212e-09,0.34699156944147,0.4,0.318,0.000224147316626684,"T_CD8_c02-GPR183","SLC3A2"
"TRADD.4",1.02600987172306e-08,0.278951650855392,0.28,0.206,0.000231970571897867,"T_CD8_c02-GPR183","TRADD"
"PRKX.5",1.03058651912321e-08,0.28557008461062,0.272,0.199,0.000233005306108566,"T_CD8_c02-GPR183","PRKX"
"SATB1.13",1.07466282637969e-08,0.259992289079633,0.314,0.233,0.000242970518416184,"T_CD8_c02-GPR183","SATB1"
"NDUFA2.5",1.13720561215487e-08,-0.252234643718468,0.287,0.369,0.000257110816852094,"T_CD8_c02-GPR183","NDUFA2"
"PPP1R16B.6",1.4707301994811e-08,0.276946909711716,0.186,0.124,0.000332517390800683,"T_CD8_c02-GPR183","PPP1R16B"
"STAT6.3",1.48772986415803e-08,-0.268192359125471,0.173,0.255,0.000336360844987488,"T_CD8_c02-GPR183","STAT6"
"TUBB.5",1.8362969219034e-08,-0.280101599259165,0.453,0.531,0.000415168371073139,"T_CD8_c02-GPR183","TUBB"
"WDR1.14",1.87931459153158e-08,-0.290273723041119,0.391,0.472,0.000424894235999374,"T_CD8_c02-GPR183","WDR1"
"LCP1.16",2.05834140152631e-08,-0.302139918332806,0.668,0.697,0.000465370407471083,"T_CD8_c02-GPR183","LCP1"
"PTGDR.15",2.58392865564171e-08,-0.331398175395301,0.049,0.104,0.000584200429754033,"T_CD8_c02-GPR183","PTGDR"
"CDKN2D.9",2.60770738233807e-08,-0.29561864120445,0.147,0.221,0.000589576562072814,"T_CD8_c02-GPR183","CDKN2D"
"CRTAP.12",2.62748065365144e-08,-0.340458073118827,0.163,0.236,0.000594047100984053,"T_CD8_c02-GPR183","CRTAP"
"ACTR3.6",2.63248463818765e-08,-0.277350945568512,0.475,0.542,0.000595178451847846,"T_CD8_c02-GPR183","ACTR3"
"CDK17.7",2.72871474389623e-08,0.303544841459748,0.258,0.185,0.0006169351164475,"T_CD8_c02-GPR183","CDK17"
"SBDS.5",2.780574772019e-08,0.264025703721554,0.46,0.379,0.000628660150205775,"T_CD8_c02-GPR183","SBDS"
"HIST1H1D.5",3.24668405381048e-08,0.362896120947685,0.212,0.148,0.000734042797726012,"T_CD8_c02-GPR183","HIST1H1D"
"PRKCB.11",3.28238797654076e-08,-0.313118822673603,0.202,0.277,0.000742115097616101,"T_CD8_c02-GPR183","PRKCB"
"SCP2.13",3.35528678486433e-08,-0.274778105969641,0.255,0.334,0.000758596789189977,"T_CD8_c02-GPR183","SCP2"
"PSME2.11",4.12473382762214e-08,-0.277011971390205,0.518,0.586,0.000932561071087091,"T_CD8_c02-GPR183","PSME2"
"RNH1.8",4.33750517671051e-08,-0.255957743840216,0.286,0.366,0.000980666545402479,"T_CD8_c02-GPR183","RNH1"
"MTRNR2L8.5",4.36012669944018e-08,0.312733540118059,0.886,0.855,0.00098578104547643,"T_CD8_c02-GPR183","MTRNR2L8"
"RAB1B.11",4.39465971570464e-08,-0.25609463696714,0.243,0.322,0.000993588615123662,"T_CD8_c02-GPR183","RAB1B"
"GAPDH.10",4.94223533736099e-08,-0.301690161513807,0.937,0.935,0.00111738998742395,"T_CD8_c02-GPR183","GAPDH"
"SULT1A1.12",5.01948403186117e-08,-0.257200897225427,0.066,0.125,0.00113485514476349,"T_CD8_c02-GPR183","SULT1A1"
"SMCHD1.6",5.42871001793993e-08,0.303015382786983,0.547,0.477,0.00122737704795604,"T_CD8_c02-GPR183","SMCHD1"
"BIRC3.11",5.9217711028776e-08,0.291018330288579,0.307,0.233,0.0013388532286496,"T_CD8_c02-GPR183","BIRC3"
"ANXA5.14",6.08024045864809e-08,-0.413564663132376,0.275,0.337,0.00137468156529575,"T_CD8_c02-GPR183","ANXA5"
"ADA2.15",1.00095290385697e-07,-0.271398802802753,0.137,0.208,0.00226305442033022,"T_CD8_c02-GPR183","ADA2"
"CBLB.13",1.0638587285301e-07,0.307565075023206,0.319,0.237,0.0024052781993337,"T_CD8_c02-GPR183","CBLB"
"PPP1CB.3",2.23828242985715e-07,0.263584099984263,0.341,0.268,0.00506053274566402,"T_CD8_c02-GPR183","PPP1CB"
"DDX3Y.1",2.55000977376773e-07,0.279966061595205,0.254,0.189,0.00576531709751146,"T_CD8_c02-GPR183","DDX3Y"
"COX5A.10",3.10597839299511e-07,-0.261627659810125,0.407,0.466,0.00702230654872264,"T_CD8_c02-GPR183","COX5A"
"NR3C1.3",3.16581277878179e-07,0.366202524474291,0.449,0.383,0.00715758611154774,"T_CD8_c02-GPR183","NR3C1"
"ARRB2.12",3.42205082648209e-07,-0.295280331878944,0.412,0.462,0.00773691471359335,"T_CD8_c02-GPR183","ARRB2"
"GADD45B.9",4.0092614006353e-07,0.282267032792417,0.425,0.347,0.00906453910069634,"T_CD8_c02-GPR183","GADD45B"
"LGALS3.14",4.45254880409797e-07,-0.599351033621527,0.16,0.218,0.0100667675911851,"T_CD8_c02-GPR183","LGALS3"
"FOXJ3",5.0891062330484e-07,0.269881764933586,0.207,0.148,0.0115059602822991,"T_CD8_c02-GPR183","FOXJ3"
"POLR2G.6",5.25439151343852e-07,-0.255649987505405,0.224,0.293,0.0118796537727332,"T_CD8_c02-GPR183","POLR2G"
"PRRC2C.3",5.41029045323411e-07,0.253537246475535,0.675,0.626,0.012232125685717,"T_CD8_c02-GPR183","PRRC2C"
"CYTIP.7",7.63284296817144e-07,0.272157561077457,0.614,0.545,0.0172570946667388,"T_CD8_c02-GPR183","CYTIP"
"DDX3X.2",8.74577080369256e-07,0.265357441634676,0.425,0.352,0.0197733132100685,"T_CD8_c02-GPR183","DDX3X"
"RNASET2.15",1.26672750056394e-06,-0.256303629480551,0.469,0.519,0.02863944206025,"T_CD8_c02-GPR183","RNASET2"
"CCL5.18",1.26756698355917e-06,-0.430482207839069,0.668,0.452,0.0286584219312893,"T_CD8_c02-GPR183","CCL5"
"SPN.15",1.37722833931837e-06,-0.296965205404422,0.238,0.305,0.0311377555236491,"T_CD8_c02-GPR183","SPN"
"CYB561A3.12",2.95149368913488e-06,-0.262621955152527,0.116,0.172,0.0667303208176504,"T_CD8_c02-GPR183","CYB561A3"
"DYNLL1.9",3.29881638925759e-06,-0.250574146658239,0.285,0.353,0.0745829397447249,"T_CD8_c02-GPR183","DYNLL1"
"ZHX2.4",4.47926153327526e-06,0.254916396891179,0.149,0.103,0.10127162400582,"T_CD8_c02-GPR183","ZHX2"
"NAMPT.15",4.9197309211184e-06,-0.433205804761279,0.13,0.184,0.111230196395566,"T_CD8_c02-GPR183","NAMPT"
"TBX21.15",5.18760446055296e-06,-0.288175506270189,0.059,0.104,0.117286549248642,"T_CD8_c02-GPR183","TBX21"
"CD83.16",1.18785514256586e-05,-0.530040504356701,0.159,0.214,0.268562169182716,"T_CD8_c02-GPR183","CD83"
"DDX21.8",1.29714650285345e-05,0.304319217838005,0.432,0.371,0.293271852830135,"T_CD8_c02-GPR183","DDX21"
"BIN2.12",1.47160421519195e-05,-0.274932649801037,0.496,0.542,0.332714997012749,"T_CD8_c02-GPR183","BIN2"
"GBP5.14",1.62367130762531e-05,0.266092142244662,0.292,0.233,0.367095845941006,"T_CD8_c02-GPR183","GBP5"
"SNX9.12",2.59219878009373e-05,0.305375653271753,0.197,0.149,0.586070222191392,"T_CD8_c02-GPR183","SNX9"
"C12orf75.17",2.73652411306535e-05,-0.39541569337704,0.241,0.283,0.618700736722944,"T_CD8_c02-GPR183","C12orf75"
"PRNP.10",3.29245795435834e-05,0.258159774592389,0.332,0.276,0.744391818900877,"T_CD8_c02-GPR183","PRNP"
"FLNA.14",3.3006587186585e-05,-0.294925970841585,0.548,0.593,0.746245929701499,"T_CD8_c02-GPR183","FLNA"
"ATP2B1-AS1.13",3.86994892668123e-05,-0.330838101524437,0.13,0.18,0.874956752833359,"T_CD8_c02-GPR183","ATP2B1-AS1"
"APMAP.17",4.15921615667572e-05,-0.331411884817637,0.262,0.31,0.940357180862814,"T_CD8_c02-GPR183","APMAP"
"LITAF.17",5.26783055341993e-05,-0.297008885662962,0.643,0.669,1,"T_CD8_c02-GPR183","LITAF"
"ARID5A.9",5.80815362585449e-05,0.255862234253155,0.331,0.276,1,"T_CD8_c02-GPR183","ARID5A"
"GSTO1.11",5.90869945710459e-05,-0.265805613512558,0.206,0.258,1,"T_CD8_c02-GPR183","GSTO1"
"VSIR.14",6.46510361895247e-05,-0.34092912947772,0.374,0.412,1,"T_CD8_c02-GPR183","VSIR"
"BCL2A1.14",6.59171352081124e-05,-0.292291176914912,0.116,0.163,1,"T_CD8_c02-GPR183","BCL2A1"
"LY6E.12",6.92486601861439e-05,-0.284232617997192,0.618,0.649,1,"T_CD8_c02-GPR183","LY6E"
"PYHIN1.17",7.57283023053949e-05,-0.308504685626977,0.16,0.206,1,"T_CD8_c02-GPR183","PYHIN1"
"SLC38A2.2",9.51535773321615e-05,0.305827730468756,0.26,0.214,1,"T_CD8_c02-GPR183","SLC38A2"
